transaction_id,sender_id,receiver_id,amount,timestamp
4ab2bad0-8fac-4ecd-989c-f935476b8a83,ACC_00782,ACC_00247,4523.83,2024-01-09 15:11:25
9d4e5584-d2ad-45e2-bf25-63ccf365df34,ACC_00308,ACC_00866,3412.46,2024-01-14 14:09:15
a65d8b5c-63ef-486a-9f08-351d6ccf6d47,ACC_00152,ACC_00022,3021.72,2024-01-27 23:03:12
e33baaf2-ebfb-43c5-9c66-f2d93befa48d,ACC_00309,ACC_00473,4640.27,2024-01-30 10:57:16
620ad951-cf26-4a27-84d1-3ed47709a3a3,ACC_00113,ACC_00739,1020.67,2024-01-25 04:59:52
64513297-e810-4fb9-8990-8c40be96904b,ACC_00841,ACC_00332,4360.18,2024-01-22 18:29:50
c4d5d5a2-fb5e-417e-a78c-b9a058e90c20,ACC_00155,ACC_00175,4111.38,2024-01-11 23:07:54
85d39b12-51b3-400a-babb-089487ecee16,ACC_00434,ACC_00169,3736.45,2024-01-30 02:16:19
669e2a0f-ded2-40ef-9604-a5672a53b692,ACC_00051,ACC_00741,3909.98,2024-01-01 01:47:28
f1f0a668-36b1-4fab-848d-6e087c045666,ACC_00925,ACC_00182,834.47,2024-01-06 20:17:46
dff8545f-5943-4262-88ba-d9dd4f6b6ee8,ACC_00477,ACC_00916,416.67,2024-01-13 05:52:12
f1f0cef5-2b3c-44fa-8dd8-dbc120c6396c,ACC_00590,ACC_00969,81.22,2024-01-17 13:38:17
2be54e96-62f0-4d2f-a190-60049a3b6010,ACC_00967,ACC_00776,4314.8,2024-01-13 15:02:50
c8fc56db-0792-4214-b6d9-b3769939f164,ACC_00302,ACC_00555,78.09,2024-01-29 23:30:04
a4c62d36-3e5d-4da3-a5a4-ca3f2968aae8,ACC_00285,ACC_00335,2469.72,2024-01-09 00:34:56
5726c447-ea67-4034-b610-6bbaa9655282,ACC_00261,ACC_00620,3673.61,2024-01-14 18:30:52
e07ba04d-16b1-4611-9387-f67bb1c2a16f,ACC_00673,ACC_00990,3493.44,2024-01-03 00:10:24
b898ba89-658b-4e43-b246-0de6fc8f35d7,ACC_00325,ACC_00247,916.93,2024-01-06 13:48:52
750b04d8-50b9-49a5-b085-068bc8342167,ACC_00531,ACC_00297,2060.31,2024-01-13 07:28:53
1c7accdb-5436-4759-892d-9d1af3280873,ACC_00981,ACC_00004,415.46,2024-01-07 18:13:46
5318b1d6-49ea-4ad1-8d49-b2555ec3b5f4,ACC_00260,ACC_00355,1659.58,2024-01-03 12:38:23
6d51d552-09f6-4a45-b2fa-b55454e3de46,ACC_00811,ACC_00337,303.09,2024-01-07 02:04:46
7f4de423-7345-478a-898e-b8fa16780c7c,ACC_00674,ACC_00422,3608.32,2024-01-22 13:42:17
be95429f-5baf-48e9-b51f-e97d9948fc2e,ACC_00211,ACC_00161,2781.94,2024-01-28 23:42:32
7de6b2f9-51cf-4ecb-9571-e2931b5a2aa0,ACC_00633,ACC_00500,1982.92,2024-01-12 10:52:35
bee8a850-9331-41cb-8823-b033d7cdf3bb,ACC_00018,ACC_00915,4535.15,2024-01-16 07:36:01
3c6e9144-bb5e-4c8a-8465-767b7f46a788,ACC_00828,ACC_00786,389.03,2024-01-08 03:35:27
b4cbaf9a-c755-47be-99a6-01cfda82ccc0,ACC_00637,ACC_00895,2269.29,2024-01-07 10:51:03
9f5d723c-2203-4e6a-8035-609035f55713,ACC_00737,ACC_00957,4015.54,2024-01-03 14:49:44
a5c2d4fa-e75a-4195-a47e-e3fca2dba224,ACC_00278,ACC_00735,1173.38,2024-01-15 12:10:09
3d867ebd-7fb7-4429-a1bd-815df0d78762,ACC_00114,ACC_00516,1414.96,2024-01-27 04:39:28
819699fe-af95-4ddc-a79e-f2b4730315a9,ACC_00976,ACC_00721,4044.3,2024-01-12 02:47:50
8870473a-69c1-448f-8e59-4d95f819c9d2,ACC_00341,ACC_00878,4973.86,2024-01-02 21:30:27
df28b3b7-4034-4e82-a586-4a0b0d6b1f55,ACC_00431,ACC_00390,1287.67,2024-01-27 15:46:30
52d1fd0a-1c3b-4b50-ac77-896c1ecfb588,ACC_00110,ACC_00859,1318.69,2024-01-27 01:14:56
c99356bd-e20d-4cf0-93d5-234d11fabd22,ACC_00312,ACC_00399,105.51,2024-01-28 03:25:59
c9c6bfd5-4c18-48e1-a633-d4fdb357db45,ACC_00566,ACC_00224,3130.54,2024-01-17 02:57:50
878890a8-5def-4f7f-b662-9af61ea712e6,ACC_00054,ACC_00198,3160.3,2024-01-30 21:13:13
16189a5f-8f93-4c78-9887-0cd686b6c4ac,ACC_00835,ACC_00054,2840.56,2024-01-23 09:32:04
d3efa713-a61e-44e9-96c1-ad08d1e5befe,ACC_00904,ACC_00920,5496.05,2024-01-15 18:11:43
e44320a3-b311-4500-b783-a8608720bc5b,ACC_00098,ACC_00004,1976.6,2024-01-10 21:30:30
45cee29d-5ad3-41f1-a062-433a4ddfaeba,ACC_00226,ACC_00305,4886.28,2024-01-22 04:22:22
f6fbc1f9-79ab-43dc-8316-b99f9c7306f1,ACC_00795,ACC_00632,4713.59,2024-01-22 14:49:06
c80d5ab7-d34a-40a9-b181-4c691813992a,ACC_00741,ACC_00710,4514.21,2024-01-28 14:43:46
a95dc819-b6f6-4c83-b2fb-2230e0ccaa20,ACC_00841,ACC_00196,776.44,2024-01-23 02:27:30
ddf7e60e-4668-4bb4-a6df-a8c7a37c3dce,ACC_00600,ACC_00573,3410.44,2024-01-05 14:12:22
39fc2984-f1c4-4fbf-94b6-3eb614fd6679,ACC_00924,ACC_00064,2037.21,2024-01-11 21:59:21
638adaa0-7d03-4f2d-bb37-deb71bde0164,ACC_00882,ACC_00809,4301.84,2024-01-12 08:00:07
44223f8e-f997-45de-bab8-42101e5c36aa,ACC_00242,ACC_00254,2669.35,2024-01-11 09:58:45
3a24f4a7-4371-4731-9223-6303b7aff291,ACC_00861,ACC_00854,1053.78,2024-01-18 04:57:02
3dead394-b0aa-4ede-8d55-65113de4b219,ACC_00210,ACC_00543,1671.83,2024-01-21 23:17:12
88161ab9-891e-435f-b9e8-9e0d480bba78,ACC_00796,ACC_00265,1990.83,2024-01-22 15:32:33
fe9f9ba2-60a2-443c-b8d1-6c2d83c5406f,ACC_00159,ACC_00337,2296.37,2024-01-09 23:38:09
015e30af-cad4-4e5f-9ac7-3563f22e774d,ACC_00198,ACC_00077,4585.17,2024-01-13 03:48:16
c1a85396-a8c6-4ded-aab7-5f917c69ec58,ACC_00764,ACC_00332,806.72,2024-01-01 03:34:19
a5c90490-5df3-435c-b25f-36c57bb5bccf,ACC_00656,ACC_00039,1780.63,2024-01-30 13:37:13
f0bb9f65-b509-46d0-817c-a3a8a3eff9d9,ACC_00262,ACC_00529,615.52,2024-01-09 11:22:32
cde0c797-8490-411f-ac31-1304986e6ce3,ACC_00829,ACC_00417,2195.2,2024-01-20 05:05:32
1c1080a0-d141-481c-8528-8eb8dc085206,ACC_00839,ACC_00785,2482.96,2024-01-01 02:01:15
7e8c20c8-8cd4-4307-b0e8-894c3ebdbd19,ACC_00922,ACC_00428,1696.13,2024-01-22 22:33:41
390c4ae3-6840-4b2a-b93b-4dc69f575850,ACC_00197,ACC_00390,1269.68,2024-01-13 15:04:54
0dfc5f14-8f5d-4191-b3db-4294ea57a9ed,ACC_00658,ACC_00795,306.37,2024-01-17 10:21:55
af586d73-5cc1-45fd-85f3-65825402c797,ACC_00409,ACC_00394,4054.54,2024-01-30 21:31:06
963b30c6-267a-4629-ac4a-079db4d7557d,ACC_00087,ACC_00353,1122.57,2024-01-04 05:25:15
f51b7a77-ceae-4a9a-b12b-0f702dd8f17a,ACC_00899,ACC_00377,201.84,2024-01-30 03:41:43
3c1cd4e1-d336-4845-9465-8ce3ed4f5a0f,ACC_00230,ACC_00823,2601.16,2024-01-22 06:01:38
7c38b7b1-45d3-4883-b31e-52c320416647,ACC_00236,ACC_00152,45.51,2024-01-09 08:00:08
d9fac434-818e-44ca-b699-efd625511840,ACC_00910,ACC_00708,2607.91,2024-01-25 23:48:08
d9dc29a5-47ca-4e62-a30c-fd4205dca93c,ACC_00436,ACC_00905,1162.69,2024-01-15 01:51:08
97078616-c0ba-4b3f-82f4-9fb40b61989f,ACC_00423,ACC_00127,650.48,2024-01-30 09:31:47
605910a9-c861-494b-87df-a14dda497b0b,ACC_00081,ACC_00908,1091.72,2024-01-12 22:33:13
30836a6c-38c1-4b8e-8138-fd339d7c4fd8,ACC_00021,ACC_00758,946.53,2024-01-27 12:59:42
1bb3e02b-51d0-42e0-b6bf-f9350e73fdae,ACC_00797,ACC_00730,3282.62,2024-01-07 22:59:55
806290ed-1d5f-4b69-b668-7c5a824a2582,ACC_00593,ACC_00260,3915.22,2024-01-11 14:38:02
1858f983-5cc1-46a4-bcbb-0caf55600c0f,ACC_00941,ACC_00868,619.45,2024-01-08 02:05:52
2d382ce4-e673-43ac-b99a-79d9bbfc5c4f,ACC_00042,ACC_00911,3357.96,2024-01-02 02:42:22
c75a9c4f-8de8-4b18-b21b-c762a76ad561,ACC_00173,ACC_00292,2488.28,2024-01-19 23:20:19
20857983-d9e1-4b34-825b-92d07dbc947d,ACC_00418,ACC_00450,2565.71,2024-01-04 21:27:10
77eab5db-167c-4cf4-8fa2-35962ed880fc,ACC_00601,ACC_00067,1960.6,2024-01-05 15:00:13
36d2f008-4ab7-416d-9940-0b4cf3798720,ACC_00314,ACC_00089,2928.34,2024-01-21 17:49:50
3ab4c64f-e569-45d3-a571-cc37a98d3051,ACC_00101,ACC_00868,2669.08,2024-01-18 06:37:55
93bac317-cad2-445d-9d57-5b809ab180cb,ACC_00070,ACC_00976,4287.39,2024-01-03 17:06:28
17aec789-4abf-412a-8456-a90beabce2e3,ACC_00467,ACC_00361,1118.66,2024-01-03 18:43:22
b557175c-50c2-448f-b0a0-726f37a05b72,ACC_00989,ACC_00288,4037.98,2024-01-09 18:06:23
ad98fb5f-5ef8-49dd-9d68-9cfdc5fcc344,ACC_00134,ACC_00653,1097.53,2024-01-11 11:12:05
c4dff4cd-9087-4747-8e5a-817d17eb20af,ACC_00221,ACC_00599,2693.92,2024-01-27 19:45:58
1cb17232-4b63-4c41-a5e3-991199c09931,ACC_00497,ACC_00379,3931.31,2024-01-02 17:51:46
27ff5f0b-71a1-4ff8-bf3c-0e001b5e9db3,ACC_00948,ACC_00747,3097.81,2024-01-18 16:51:40
68db82b2-635b-4333-ad1b-e484650c6f5b,ACC_00949,ACC_00105,1359.6,2024-01-12 12:12:07
3274e8d6-9530-4995-9d96-20a818f70d5e,ACC_00173,ACC_00430,834.18,2024-01-15 05:06:37
8c806828-1524-4412-a33c-d4ed8bc33110,ACC_00884,ACC_00481,4472.09,2024-01-29 23:18:16
f0773b69-71c0-465b-aa70-c3ee6c80e60c,ACC_00212,ACC_00871,4514.61,2024-01-22 16:21:33
96d327cd-b5f1-4dd5-b20b-f088a1e96d6a,ACC_00237,ACC_00519,931.87,2024-01-12 15:09:43
183daf7e-cc32-4d85-a907-bfe4ba906a29,ACC_00932,ACC_00189,3935.05,2024-01-30 17:38:56
e07d3002-8ec2-4641-9024-adfa2ea00ea5,ACC_00854,ACC_00351,4003.68,2024-01-11 20:39:09
e23355f3-ad0a-4b93-842d-816ec6bca73e,ACC_00784,ACC_00371,1038.23,2024-01-09 00:48:04
5cdd2c2e-1ded-4baa-84fb-48924a453297,ACC_00540,ACC_00273,4659.67,2024-01-17 01:38:52
ab4f60a8-d1c9-4648-aa70-8eeefca1c77d,ACC_00355,ACC_00111,240.56,2024-01-03 21:34:41
22e5d331-0831-4c7f-952d-f4de3384fc25,ACC_00010,ACC_00415,147.78,2024-01-14 15:12:42
03d723f3-6078-409a-a770-442be2765c3e,ACC_00599,ACC_00317,2778.99,2024-01-15 22:16:05
9361b2b8-a3e9-4bf3-aace-0dd9719e6780,ACC_00344,ACC_00480,3085.78,2024-01-21 11:45:51
047d48c8-efe9-45ad-a1db-de0f55938d13,ACC_00505,ACC_00344,2921.5,2024-01-03 15:00:42
9e373333-2d94-4fdc-a80a-cf66df4ba63c,ACC_00400,ACC_00200,1896.61,2024-01-17 06:26:46
07398a0a-be5d-4ea2-a215-073c4766b40e,ACC_00660,ACC_00252,1388.52,2024-01-15 16:49:17
c31e41b9-e143-47e5-ac88-775cf8304318,ACC_00149,ACC_00843,340.4,2024-01-22 06:50:25
3b077a2c-d69b-4798-98c9-2e397199a7f7,ACC_00693,ACC_00386,2521.68,2024-01-30 14:32:25
5479955b-d9ac-46d5-ae40-1f22c1ea7cc7,ACC_00223,ACC_00956,3276.39,2024-01-13 08:52:23
cf251bef-35b0-4a2a-a527-c2d5ec1c48df,ACC_00560,ACC_00495,1960.75,2024-01-06 21:52:42
a8f5f33e-4ffb-4612-9244-d0ebfd05759b,ACC_00212,ACC_00485,2508.22,2024-01-05 08:50:03
c95bd59a-9ddd-4540-a1db-379583ae20ca,ACC_00995,ACC_00746,3184.42,2024-01-12 18:19:29
bed12582-4b41-428e-a694-0a8140e858ff,ACC_00419,ACC_00619,698.64,2024-01-15 15:33:07
3ecbf4bb-3dcf-47c4-9921-7f03b820fc99,ACC_00647,ACC_00800,916.42,2024-01-09 09:08:11
012bf631-8361-43ae-9aa0-45f974dea603,ACC_00649,ACC_00760,4563.34,2024-01-27 02:22:38
da7ed729-0549-4a27-ac4b-4a0304bb9cf8,ACC_00938,ACC_00348,542.34,2024-01-06 02:55:14
b764db0a-ab25-4311-8a16-c452302160fb,ACC_00283,ACC_00244,2281.88,2024-01-10 01:31:35
c4e1be81-845c-4e29-a3d6-425b537e1729,ACC_00192,ACC_00916,1522.16,2024-01-25 08:00:13
4b35cd00-a67b-437c-a731-4b42fae20f9d,ACC_00040,ACC_00870,2182.71,2024-01-12 21:40:11
10a64a2f-3d02-460b-9e8f-39aae7bddc71,ACC_00447,ACC_00747,2249.17,2024-01-24 20:05:14
ecc3a6c2-4db5-42b1-8220-1ccd60e74e50,ACC_00225,ACC_00177,1095.57,2024-01-27 18:13:55
f7a0030c-0143-4afa-b6a1-e6880c19ced5,ACC_00223,ACC_00670,2378.81,2024-01-09 01:15:46
5eae1b36-77fb-48e9-b54b-d898c996f4ae,ACC_00018,ACC_00873,230.64,2024-01-11 05:19:40
82f75029-2002-4fa1-8517-dacff2cf92f4,ACC_00281,ACC_00837,2880.27,2024-01-21 06:58:10
dd47c936-bbb6-4929-b3b1-135025f1bf17,ACC_00354,ACC_00503,1366.94,2024-01-26 10:00:57
a99f0e92-d4c6-4ced-89e3-ed083d29a8d6,ACC_00885,ACC_00563,2805.24,2024-01-22 18:08:36
5630cfa4-26d7-48e3-b5ec-f3f6dee8893d,ACC_00832,ACC_00233,3912.21,2024-01-17 20:33:36
eee365d9-9196-40ad-9641-d37e64fa4b0c,ACC_00377,ACC_00081,1141.67,2024-01-17 00:01:04
224d7ff4-3082-4865-a99c-16f71c908707,ACC_00709,ACC_00948,4738.34,2024-01-30 13:29:13
44797162-a2e2-4e36-af08-d1f63d538594,ACC_00474,ACC_00418,3293.26,2024-01-25 17:34:09
050aa4f3-761f-4a92-ba97-3bbddfa5fb52,ACC_00696,ACC_00827,3702.21,2024-01-04 21:56:37
1463124e-c839-4b5a-8ca3-bdb508df94db,ACC_00383,ACC_00219,4569.6,2024-01-01 12:23:52
490c477e-ae05-430b-9d6e-320275f5e93d,ACC_00265,ACC_00696,4111.35,2024-01-14 09:32:27
2de0c134-f012-4b02-bec5-6e0c83fda8b1,ACC_00485,ACC_00548,3696.98,2024-01-28 00:27:04
048364ac-b35e-4ab1-9a10-bb0d567bc4d4,ACC_00396,ACC_00482,190.11,2024-01-23 08:16:17
27b526cd-2162-466d-947e-2be60876a75e,ACC_00941,ACC_00294,94.65,2024-01-19 22:29:52
1bdd53bc-bff5-426d-a4d4-9afc7740c6b1,ACC_00150,ACC_00050,4758.87,2024-01-13 03:00:02
b50979e3-d30f-4f76-8b9d-d8bdb196a55f,ACC_00891,ACC_00936,863.55,2024-01-29 16:53:17
b5255034-6025-45f7-a592-9c1e06fee34f,ACC_00979,ACC_00524,2265.19,2024-01-16 12:49:48
0f987cda-6a83-4e15-b798-a2b27512061a,ACC_00965,ACC_00304,1581.3,2024-01-15 21:34:12
aa96285f-45a7-4fce-ae9d-e6aa018c606f,ACC_00460,ACC_00530,3190.12,2024-01-12 11:20:27
2d2b80d7-57bb-4ae3-88bb-5d028594606b,ACC_00498,ACC_00083,663.67,2024-01-02 17:23:29
f592635a-22d8-4486-a8b7-0ec5474c06c2,ACC_00767,ACC_00915,7811.42,2024-01-28 00:11:53
85e1fd6c-f8c5-4e50-93d2-1df072d828ea,ACC_00137,ACC_00469,4288.36,2024-01-08 21:15:20
76976e0c-948f-4c09-a37f-7ca751cc84f3,ACC_00285,ACC_00464,590.01,2024-01-08 20:49:45
253935b4-8bd4-4047-b320-f4cb6463d6c2,ACC_00025,ACC_00918,1771.77,2024-01-28 08:55:49
4da0134d-414f-4ad8-a46a-44dd9b2012c0,ACC_00699,ACC_00106,4249.05,2024-01-24 16:37:56
86522a42-9d96-42d8-b724-db2592d8fb81,ACC_00537,ACC_00444,3274.2,2024-01-28 23:45:47
64e3324f-5e67-4033-86a5-83dff031f617,ACC_00580,ACC_00753,855.55,2024-01-26 21:29:30
77c196ce-7f10-4a7f-9b24-8eaf972606b7,ACC_00034,ACC_00717,2382.24,2024-01-11 13:09:22
becbf0cd-b8ac-430e-be63-abd3ada4429d,ACC_00652,ACC_00907,518.87,2024-01-13 15:18:18
c3db1fe6-9136-4907-b059-47d75e131093,ACC_00623,ACC_00431,1744.84,2024-01-24 12:55:27
64c364a6-25c4-423d-98b0-abc165e5272f,ACC_00608,ACC_00743,271.49,2024-01-23 17:29:08
7a4030d1-e028-4e3c-8d1a-906ec2b1916d,ACC_00664,ACC_00674,4727.02,2024-01-04 10:16:40
e5b63d50-99ca-4a0b-9902-ddc4c7838824,ACC_00240,ACC_00318,2289.69,2024-01-28 09:07:11
2b34dffb-bd3b-44e6-96b7-34e7bb2d12d2,ACC_00555,ACC_00082,1699.14,2024-01-02 23:28:29
be44609c-ddbe-4a8f-b893-4c38230ffef5,ACC_00327,ACC_00028,467.25,2024-01-21 06:49:24
4a5fb4a4-0f5f-4dbd-8ae3-0a3fce6be580,ACC_00194,ACC_00161,3204.68,2024-01-30 18:38:49
07fbea39-e21a-4700-bc69-fd27d2c8fd4e,ACC_00910,ACC_00788,4903.03,2024-01-01 03:59:30
3a4b789b-d012-48d3-9977-29c8d3ceb191,ACC_00289,ACC_00792,4482.89,2024-01-29 12:21:39
a92f7cda-be37-460f-8b9c-25ae035611e6,ACC_00769,ACC_00231,2043.17,2024-01-27 01:08:20
692d61f0-de2c-4535-8ec7-cec03e764110,ACC_00814,ACC_00518,578.18,2024-01-04 11:26:37
309fc190-a938-4d41-b141-80eeabcf2885,ACC_00420,ACC_00392,2941.73,2024-01-05 01:19:34
1dcbc4ae-f991-4d01-ac13-0305a3bf56a1,ACC_00230,ACC_00883,3596.14,2024-01-22 22:50:48
c17812bc-0e7e-4994-b6df-a878e720472a,ACC_00908,ACC_00406,330.94,2024-01-15 13:11:51
5e9243cd-4a2f-4758-8183-441cc26b12c7,ACC_00935,ACC_00938,1100.96,2024-01-24 17:19:14
a382eb29-3f1b-4a91-9ac9-bcf17e7996c5,ACC_00605,ACC_00910,4060.9,2024-01-07 22:58:47
af58548f-66d9-4867-9643-93f90f9070a0,ACC_00047,ACC_00763,1817.18,2024-01-21 11:25:54
6add2cbe-3e86-48dc-abb3-4a03a52d268c,ACC_00296,ACC_00141,2615.19,2024-01-24 16:56:25
3e64daa2-87ee-4ef4-ac85-aedb19929dfb,ACC_00013,ACC_00968,3002.0,2024-01-21 16:18:14
a68b6ae2-f7fa-4f3e-a815-f5b779c1f85f,ACC_00971,ACC_00306,4526.93,2024-01-15 11:26:28
f9d1b7f9-7868-4d7f-a4ef-c031f5b6c0be,ACC_00993,ACC_00295,2769.19,2024-01-10 07:30:13
5d754c80-9041-4b44-bd1c-eccd581fb98f,ACC_00361,ACC_00630,4187.09,2024-01-01 18:48:43
cd45a6a6-083b-4b5d-b69d-05e162bd3461,ACC_00924,ACC_00725,3964.89,2024-01-04 19:29:11
56c2e82c-7791-447f-9d4f-d3e8d7057e30,ACC_00784,ACC_00396,896.6,2024-01-17 08:00:54
f1f471ab-5de6-4135-880a-e829c70d0eac,ACC_00479,ACC_00625,1515.49,2024-01-28 10:32:50
07e8c8ce-ba1f-4ac5-a667-4090293151d7,ACC_00071,ACC_00509,1601.85,2024-01-09 14:20:48
533bd13f-6435-4dbc-9089-c6717abe835b,ACC_00859,ACC_00628,1152.16,2024-01-07 14:32:55
ccea321b-78cd-4fdd-a2af-833dbe9ac9c2,ACC_00715,ACC_00456,2612.98,2024-01-16 22:01:40
